beian_hao,product_name,strategy_l1,strategy_l2,manager,inception_date,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,sharpe_1y,calmar_1y,perf_filled_count,source_files,in_database,in_private_fund_info,in_private_fund_info_bfl,has_nav,db_product_name,db_latest_nav,db_latest_nav_date,vendor_nav_points,vendor_latest_nav_date,email_type6_nav_points,email_group_nav_points,email_hy_nav_points,in_fof99_universe,fof99_tracking_status,fof99_policy,fof99_reason,fof99_last_ok_date,fof99_last_log_status,in_team_track
SB0512,九轩鑫鑫添利利贞2号,组合策略,FOF,大连九轩,2023-06-08,-0.13%,+0.45%,+0.01%,+0.21%,+2.82%,0.3935,2.3514,7,私募基金 (4).xlsx,Y,Y,N,Y,九轩鑫鑫添利利贞2号,1.038100,2026-09-04,167,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB0569,贯古全天候1号,多资产策略,宏观策略,天津贯古,2026-06-17,-1.04%,+2.62%,,,,,,2,私募基金 (3).xlsx,Y,Y,N,N,贯古全天候1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,,N
SB0837,大谦致远增利FOF1号,组合策略,FOF,北京大谦,2023-06-01,-2.48%,+5.97%,-9.25%,-10.57%,+7.68%,0.2692,0.4457,7,私募基金 (4).xlsx,Y,Y,N,Y,大谦致远增利FOF1号,1.342500,2026-09-04,168,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB0838,博孚利西海机智对冲一号,期货策略,主观期货,厦门博孚利资管,2023-07-20,-0.38%,+6.08%,+17.40%,+18.65%,+20.53%,1.6118,5.2076,7,私募基金.xlsx,Y,Y,Y,Y,博孚利西海机智对冲一号私募证券投资基金,1.281200,2026-05-29,0,,0,691,0,N,not_in_universe,,,,,Y
SB0905,赢仕天府,期货策略,量化期货,上海赢仕投资,2026-06-17,-1.20%,+6.36%,,,,,,2,私募基金.xlsx,Y,Y,N,Y,赢仕天府私募证券投资基金,1.060000,2026-09-11,1,2026-09-10,0,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-10,ok,N
SB0941,鸣鹤启航1号,多资产策略,宏观策略,北京鸣鹤,2023-06-27,-3.65%,+9.89%,-19.44%,+0.99%,+12.69%,0.2858,0.3664,7,私募基金 (3).xlsx,Y,Y,N,Y,鸣鹤启航1号,1.481600,2026-09-04,144,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB0948,魔寓雁塔3号,期货策略,主观期货,上海魔寓,2023-06-16,-6.80%,+2.68%,-9.03%,-12.57%,+31.33%,0.8332,1.3535,7,私募基金.xlsx,Y,Y,N,Y,魔寓雁塔3号,1.992000,2026-09-10,382,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
SB1101,智领智泰FOF1号,组合策略,FOF,福州智领三联,2023-07-24,-0.19%,+0.37%,-1.42%,-0.91%,+10.03%,1.7516,3.2313,7,私募基金 (4).xlsx,Y,Y,N,Y,智领智泰FOF1号,1.220900,2026-09-04,168,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB1385,兆信复合套利金手套二号,期权策略,场内期权,江苏兆信,2023-06-05,0.00%,+0.84%,+0.59%,+1.35%,+4.53%,1.0026,3.0607,7,私募基金 (2).xlsx,Y,Y,N,Y,兆信复合套利金手套二号,1.200000,2026-09-04,179,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB1509,奶酪鑫鑫宝三号,套利策略,期货套利,广东奶酪,2023-06-02,+0.07%,+0.37%,+4.69%,+5.39%,+7.20%,1.8151,65.0910,7,私募基金 (1).xlsx,Y,Y,N,Y,奶酪鑫鑫宝三号,1.164000,2026-09-08,180,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-27 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
SB1775,韵之嘉益,套利策略,期权套利,北京韵之,2023-08-03,-2.74%,+2.00%,-5.20%,-9.94%,-11.17%,-0.9237,-0.7225,7,私募基金 (1).xlsx,Y,Y,N,Y,韵之嘉益,0.858600,2026-09-04,159,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB2381,楚派晟唐稳健精选1号,组合策略,FOF,武汉睿银,2023-06-06,-0.19%,+0.83%,-0.09%,+0.41%,+2.31%,0.0546,0.8792,7,私募基金 (4).xlsx,Y,Y,N,Y,楚派晟唐稳健精选1号,1.010700,2026-09-09,388,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SB2468,杨湜中波动定制1号,多资产策略,复合策略,上海杨湜投资,2023-06-15,+3.07%,+18.25%,+16.05%,+11.31%,+27.68%,1.6509,2.1104,7,私募基金 (3).xlsx,Y,Y,N,Y,杨湜中波动定制1号,1.119400,2026-09-04,175,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB2838,奶酪鑫鑫宝二号,套利策略,期货套利,广东奶酪,2023-06-15,+0.08%,+0.38%,+1.06%,+2.01%,+6.79%,2.3779,,6,私募基金 (1).xlsx,Y,Y,N,Y,奶酪鑫鑫宝二号,1.160400,2026-09-09,384,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SB2975,壹方元亨利贞,多资产策略,复合策略,深圳壹方,2023-07-11,-1.04%,+3.88%,-0.15%,+0.18%,+6.27%,0.3636,0.7748,7,私募基金 (3).xlsx,Y,Y,N,Y,壹方元亨利贞,1.765400,2026-09-04,187,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB2980,汇艾稳健6号,套利策略,期货套利,上海汇艾资管,2023-06-26,+0.27%,+0.58%,+2.02%,+5.30%,+9.28%,3.1291,9.4884,7,私募基金 (1).xlsx,Y,Y,N,Y,汇艾稳健6号,1.149400,2026-09-04,176,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB3022,琨融盛扬二号,期货策略,主观期货,天津琨融,2023-06-30,-0.32%,+0.73%,+2.07%,+3.07%,+8.14%,1.1574,2.1675,7,私募基金.xlsx,Y,Y,N,Y,琨融盛扬二号,1.102800,2026-09-04,177,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB3161,凤翔安泰私募母基金,组合策略,FOF,深圳凤翔,2023-06-20,-0.43%,-1.13%,+0.17%,-7.68%,-0.32%,-0.2371,-0.0249,7,私募基金 (4).xlsx,Y,Y,N,N,凤翔安泰私募证券投资母基金,,,0,,0,0,0,N,not_in_universe,,,,,N
SB4325,睿启睿进2号,期货策略,量化期货,无锡睿启,2023-06-28,-0.40%,+1.20%,-1.60%,-5.08%,+6.92%,0.4742,0.6386,7,私募基金.xlsx,Y,Y,N,Y,睿启睿进2号,1.348900,2026-09-04,169,2026-09-04,36,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB4425,昭时多资产对冲,多资产策略,复合策略,广州昭时投资,2023-07-06,+0.59%,+3.24%,+5.66%,-3.77%,-15.78%,-1.0862,-0.6469,7,私募基金 (3).xlsx,Y,Y,N,Y,昭时多资产对冲,1.160000,2026-09-04,160,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB4432,昭时多资产对冲A,多资产策略,复合策略,广州昭时投资,2023-07-06,+0.59%,+3.23%,+5.64%,-3.78%,-15.96%,-1.0963,-0.6502,7,私募基金 (3).xlsx,Y,Y,N,Y,昭时多资产对冲A,1.169900,2026-09-04,164,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB4549,波克锐进多策略1号,组合策略,FOF,上海波克,2023-06-29,-1.86%,+6.91%,-6.06%,-5.36%,+16.06%,0.5985,0.9997,7,私募基金 (4).xlsx,Y,Y,N,Y,波克锐进多策略1号,1.590200,2026-09-04,164,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB4923,黑帆玮华一号FOF,组合策略,FOF,杭州黑帆资管,2023-07-27,+0.57%,+2.04%,0.00%,-0.66%,+1.74%,-0.1024,0.6259,7,私募基金 (4).xlsx,Y,Y,N,Y,黑帆玮华一号FOF,1.053000,2026-09-10,403,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
SB4982,鋆晟衡泰进取1号,套利策略,混合套利,上海鋆晟投资,2023-09-22,-0.34%,-0.15%,-0.42%,+3.59%,+9.88%,1.5923,3.8355,7,私募基金 (1).xlsx,Y,Y,N,Y,鋆晟衡泰进取1号,1.028900,2026-09-11,150,2026-09-04,37,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok,N
SB4983,唐龙量化对冲11号,多资产策略,复合策略,福建平潭唐龙资管,2023-07-18,-1.60%,+4.86%,+3.11%,+0.25%,+7.47%,0.4817,1.0699,7,私募基金 (3).xlsx,Y,Y,N,Y,唐龙量化对冲11号,1.258400,2026-09-04,172,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB5094,沣融晟元1号,多资产策略,宏观策略,上海沣融汇,2023-07-06,-0.11%,+1.35%,-1.19%,-5.66%,0.00%,-0.3642,-0.0004,7,私募基金 (3).xlsx,Y,Y,Y,Y,沣融晟元1号,1.133100,2026-09-10,714,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,Y
SB5120,聚然天和一号,期货策略,主观期货,上海聚然,2023-07-13,-2.22%,+14.66%,+7.50%,+6.36%,+52.36%,1.7689,2.8196,7,私募基金.xlsx,Y,Y,N,Y,聚然天和一号,2.557200,2026-09-04,174,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB5312,鼎森汇临期权量化7号,期权策略,场内期权,江西鼎森投资,2023-11-03,-0.40%,-0.55%,-3.08%,-0.51%,+7.52%,1.2583,2.3986,7,私募基金 (2).xlsx,Y,Y,N,Y,鼎森汇临期权量化7号,1.198400,2026-09-09,454,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SB5502,安贤安选多策略1号,多资产策略,复合策略,北京安贤,2023-07-07,+0.17%,+2.17%,-2.82%,-2.23%,+3.99%,0.3724,0.6618,7,私募基金 (3).xlsx,Y,Y,N,Y,安贤安选多策略1号,1.230200,2026-09-04,175,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB5534,金和至信稳健12号,套利策略,基金套利,上海金和晟,2023-07-20,+0.19%,+0.20%,+1.59%,+2.28%,+3.65%,1.0188,5.1239,7,私募基金 (1).xlsx,Y,Y,N,Y,金和至信稳健12号,1.149800,2026-09-04,170,2026-09-04,699,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB5743,恒立宏观配置涌序1号,多资产策略,宏观策略,海南恒立,2023-07-27,-1.71%,+2.93%,-6.76%,-8.90%,+7.05%,0.3617,0.5921,7,私募基金 (3).xlsx,Y,Y,N,Y,恒立宏观配置涌序1号,1.371900,2026-09-04,172,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB5918,鸿儒灵活配置2期,套利策略,基金套利,上海鸿儒投资,2023-07-20,+0.09%,+0.24%,+3.35%,+4.33%,+6.73%,2.3097,17.3163,7,私募基金 (1).xlsx,Y,Y,N,N,鸿儒灵活配置2期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,,Y
SB6346,利幄全天候1号,多资产策略,复合策略,上海利幄,2023-07-19,+7.47%,+12.32%,+19.70%,+17.28%,+11.34%,0.5708,0.9924,7,私募基金 (3).xlsx,Y,Y,N,Y,利幄全天候1号,1.770700,2026-09-04,160,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB6534,红蓝牧阿尔法星多策略1号,多资产策略,复合策略,浙江红蓝牧投资,2023-07-27,-0.09%,+2.35%,-1.51%,-2.21%,+2.76%,0.1401,0.5578,7,私募基金 (3).xlsx,Y,Y,N,Y,红蓝牧阿尔法星多策略1号,1.127800,2026-09-09,161,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SB6565,杨湜套利1号,套利策略,期货套利,上海杨湜投资,2023-08-18,+0.06%,+1.29%,+0.89%,+7.71%,+6.77%,1.2506,3.0189,7,私募基金 (1).xlsx,Y,Y,Y,Y,杨湜套利1号,1.019500,2026-09-04,169,2026-09-04,0,222,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
SB6577,锐耐多伽马一号,期权策略,场内期权,上海锐耐,2023-07-28,-0.37%,+1.55%,+3.34%,+2.24%,+4.28%,0.5371,1.0710,7,私募基金 (2).xlsx,Y,Y,N,Y,锐耐多伽马一号,1.322400,2026-09-10,169,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
SB7438,乘舟高山鎏金15号,期权策略,场内期权,上海乘舟投资,2023-10-24,+0.46%,+15.52%,+11.37%,+11.28%,+20.92%,1.2579,2.7327,7,私募基金 (2).xlsx,Y,Y,N,Y,乘舟高山鎏金15号,1.727900,2026-09-04,131,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB7490,银万财派恒星套利1号,套利策略,,浙江银万,2023-08-17,+1.24%,+0.28%,-1.95%,+1.44%,+12.18%,1.0483,2.0739,7,私募基金 (1).xlsx,Y,Y,N,Y,银万财派恒星套利1号,1.058000,2026-09-04,676,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB7615,乾元光辉岁月稳进32号,套利策略,,深圳乾元资始,2023-08-02,-0.04%,-0.10%,+3.40%,+4.24%,+8.36%,2.7905,22.7422,7,私募基金 (1).xlsx,Y,Y,N,Y,乾元光辉岁月稳进32号,1.038700,2026-09-09,191,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SB7648,吉余杰伦叁号,期货策略,量化期货,上海吉余,2023-08-01,-0.02%,-0.03%,-0.09%,-0.81%,-18.04%,-0.6246,-0.5708,7,私募基金.xlsx,Y,Y,N,Y,吉余杰伦叁号,0.937900,2026-09-10,695,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
SB7795,连海汇升一号,组合策略,,江苏连海陆桥,2023-08-03,-0.29%,+1.10%,-0.06%,-0.53%,+3.23%,0.4320,1.3766,7,私募基金 (4).xlsx,Y,Y,N,Y,连海汇升一号,1.128600,2026-09-09,350,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
SB8056,元康投资-宏观机遇6号,多资产策略,宏观策略,上海元康投资,2023-10-11,-0.69%,-0.68%,-2.69%,-2.69%,-0.48%,-0.7191,-0.1052,7,私募基金 (3).xlsx,Y,Y,N,Y,元康投资-宏观机遇6号,0.982100,2026-09-04,133,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB8234,尚湖期权套利悦享1号,期权策略,场内期权,上海尚湖,2023-08-29,-0.15%,+0.77%,-1.22%,-1.20%,+2.61%,0.1888,0.9231,7,私募基金 (2).xlsx,Y,Y,N,Y,尚湖期权套利悦享1号,1.001300,2026-09-10,676,2026-09-10,465,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
SB8236,尚湖期权套利安享2号,期权策略,场内期权,上海尚湖,2023-09-11,-0.22%,+0.97%,-1.52%,-1.78%,+3.51%,0.3640,0.9345,7,私募基金 (2).xlsx,Y,Y,N,Y,尚湖期权套利安享2号,0.999900,2026-09-10,666,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
SB8272,元亨多策略优选,组合策略,FOF,深圳世纪元亨资管,2023-08-22,-1.46%,+0.54%,-18.47%,-21.70%,-19.64%,-0.8632,-0.7611,7,私募基金 (4).xlsx,Y,Y,N,Y,元亨多策略优选,1.089000,2026-09-04,168,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-01 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB8283,新方程量化套利FOF组合二号,组合策略,FOF,上海新方程,2023-09-11,+0.27%,+3.36%,-2.12%,-3.15%,-0.54%,-0.4311,-0.0810,7,私募基金 (4).xlsx,Y,Y,N,Y,新方程量化套利FOF组合二号,1.108000,2026-09-04,190,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB8321,广聚星合新湖聚星4号,期货策略,主观期货,共青城广聚星合,2023-08-22,-0.12%,+2.73%,+0.07%,+0.30%,+18.23%,1.7036,3.6448,7,私募基金.xlsx,Y,Y,N,Y,广聚星合新湖聚星4号,1.030100,2026-09-04,169,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB8364,传山多策略稳泰1号,多资产策略,复合策略,广州传山,2023-08-04,-0.77%,+4.31%,+1.98%,+8.08%,+22.04%,1.5035,3.5367,7,私募基金 (3).xlsx,Y,Y,N,Y,传山多策略稳泰1号,1.563600,2026-09-04,96,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB8564,国合稳进1号,组合策略,FOF,深圳国合基金,2023-07-07,-0.96%,+2.83%,-7.76%,-5.96%,+5.88%,0.4094,0.4757,7,私募基金 (4).xlsx,Y,Y,N,Y,国合稳进1号,1.126000,2026-09-04,175,2026-09-04,1,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB8904,金斧子水星清溪2号FOF,组合策略,FOF,深圳金斧子资管,2023-08-28,-0.09%,+0.39%,-0.92%,-1.43%,+1.43%,-0.2290,0.6865,7,私募基金 (4).xlsx,Y,Y,N,Y,金斧子水星清溪2号FOF,1.138300,2026-09-04,301,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB9117,哲萌进取1号,套利策略,期货套利,杭州哲萌投资,2023-08-24,-0.28%,-0.09%,-1.08%,-1.77%,+5.24%,0.6613,1.3642,7,私募基金 (1).xlsx,Y,Y,N,N,哲萌进取1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,,N
SB9157,融创智富行稳致远二号,多资产策略,复合策略,深圳融创智富资管,2023-08-15,-0.54%,-0.45%,+0.64%,+0.73%,+17.63%,1.3730,2.6195,7,私募基金 (3).xlsx,Y,Y,N,Y,融创智富行稳致远二号,1.107000,2026-09-04,168,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB9411,元康投资-宏观机遇3号,多资产策略,宏观策略,上海元康投资,2023-08-29,+0.05%,+1.32%,+0.73%,+1.13%,+10.60%,1.2150,2.1390,7,私募基金 (3).xlsx,Y,Y,Y,Y,元康投资-宏观机遇3号,1.003800,2026-09-04,156,2026-09-04,0,94,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
SB9446,泓湖稳健宏观策略6期,多资产策略,宏观策略,上海泓湖,2023-08-11,-4.54%,+14.31%,-7.13%,-3.37%,+8.99%,0.2802,0.3538,7,私募基金 (3).xlsx,Y,Y,N,Y,泓湖稳健宏观策略6期,0.930800,2026-09-04,156,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB9538,谷启万利5号,期货策略,主观期货,武汉谷启,2023-08-18,-0.51%,+11.88%,+12.93%,+13.16%,+22.47%,1.8442,3.4268,7,私募基金.xlsx,Y,Y,N,Y,谷启万利5号,1.309500,2026-09-04,167,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SB9576,慕途基本面量化2号,套利策略,期货套利,慕途基金,2023-08-28,-0.54%,+1.18%,+1.48%,+5.41%,+11.21%,1.0692,2.9400,7,私募基金 (1).xlsx,Y,Y,N,Y,慕途基本面量化2号,1.096200,2026-09-04,160,2026-09-04,48,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SBAA24,炽浪马拉松17号,套利策略,,海南炽浪,2025-06-23,-0.78%,+9.83%,-3.62%,+5.08%,+99.22%,2.5585,5.2927,7,私募基金 (1).xlsx,Y,Y,N,Y,炽浪马拉松17号,2.547800,2026-09-04,64,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SBAE63,九木宏观对冲1号,多资产策略,宏观策略,深圳九木,2025-06-19,+0.91%,+3.56%,-2.63%,-4.09%,+14.94%,0.9418,1.3150,7,私募基金 (3).xlsx,Y,Y,N,Y,九木宏观对冲1号,1.275200,2026-09-08,65,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-21 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
SBAF26,中益仁梅香千寒,套利策略,期货套利,日照中益仁,2025-06-18,+0.51%,+4.23%,+17.31%,+20.65%,+32.13%,2.8439,4.7185,7,私募基金 (1).xlsx,Y,Y,N,Y,中益仁梅香千寒,1.207600,2026-09-04,66,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SBAH85,笃诚量化CTA二号,期货策略,,上海笃诚,2025-07-03,-0.85%,+2.38%,+3.29%,-0.60%,+28.65%,1.8036,3.4212,7,私募基金.xlsx,Y,Y,N,Y,笃诚量化CTA二号,1.161000,2026-09-04,62,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SBAJ07,原始森林皓月多策略,多资产策略,复合策略,深圳原始森林,2025-10-15,+0.67%,+5.74%,-9.00%,+23.45%,,,,4,私募基金 (3).xlsx,Y,Y,N,Y,原始森林皓月多策略,1.081900,2026-09-08,48,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-25 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
SBAJ67,双隆优享一号,组合策略,FOF,上海双隆投资,2025-06-25,+0.06%,+1.79%,+0.37%,+1.81%,+7.65%,2.2462,4.2668,7,私募基金 (4).xlsx,Y,Y,N,N,双隆优享一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,,N
SBAK72,观理摘金成长3号,期货策略,,广东观理,2025-07-03,+0.77%,+7.38%,+29.74%,+49.40%,+67.73%,2.9030,4.2446,7,私募基金.xlsx,Y,Y,N,Y,观理摘金成长3号,1.473300,2026-09-08,63,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
SBAL17,孚盈睿丰1号,期货策略,主观期货,杭州孚盈投资,2025-06-26,+0.92%,+0.71%,-1.39%,+8.46%,+28.03%,1.3651,2.5086,7,私募基金.xlsx,Y,Y,N,Y,孚盈睿丰1号,1.287700,2026-09-04,65,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SBAM38,朴时灵动配置汇智一号,期货策略,量化期货,上海朴时投资,2025-06-24,+6.27%,-3.04%,-7.32%,-16.66%,-19.13%,-0.7974,-0.7197,7,私募基金.xlsx,Y,Y,N,Y,朴时灵动配置汇智一号,0.990800,2026-09-04,64,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
SBAQ94,六妙星彩云归低波2号,套利策略,期货套利,北京六妙星,2025-06-25,+0.11%,+2.23%,-0.64%,-0.44%,+2.72%,0.2218,0.7820,7,私募基金 (1).xlsx,Y,Y,N,Y,六妙星彩云归低波2号,1.066100,2026-09-11,49,2026-09-04,50,0,0,Y,weekly_plus,weekly_plus,1m blank-policy: email usually has the week; weekly_plus Friday FundMultiPrice only if list_nav_date is behind,2026-09-04,ok,N
