备案号,产品名称,一级策略,二级策略,管理人,成立日期,来源文件,是否在数据库,是否在产品主表,是否在BFL表,是否有净值,数据库产品名称,数据库最新净值,数据库最新净值日期,火富牛净值点数,火富牛最新净值日期,邮箱type6净值点数,邮箱group净值点数,邮箱hy净值点数,是否在火富牛宇宙,火富牛跟踪状态,火富牛策略,火富牛策略原因,火富牛最近成功抓取日,火富牛最近日志状态
SEJ519,浙江和熙逸辰涵婧稳健,期货策略,量化期货,浙江和熙资管,2018-08-23,私募基金.xlsx,Y,Y,N,N,浙江和熙逸辰涵婧稳健私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ537,国道黑金1号,多资产策略,复合策略,上海国道资管,2018-08-15,私募基金 (3).xlsx,Y,Y,N,N,国道黑金1号证券投资私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ550,歆享中航盈势1号,期货策略,量化期货,上海歆享资管,2018-09-17,私募基金.xlsx,Y,Y,N,N,歆享中航盈势1号私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ565,锋滔量星CTA二号,期货策略,量化期货,上海锋滔资管,2018-08-30,私募基金.xlsx,Y,Y,N,N,锋滔量星CTA二号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ570,翔云量化多策略七号,套利策略,-,广州翔云,2020-09-01,私募基金 (1).xlsx,Y,Y,N,N,翔云量化多策略七号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ596,广莲成长二号,多资产策略,复合策略,深圳前海广莲资管,2018-08-14,私募基金 (3).xlsx,Y,Y,N,N,广莲成长二号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ654,泽玺量化1号,多资产策略,复合策略,上海泽玺资管,2018-08-15,私募基金 (3).xlsx,Y,Y,N,N,泽玺量化1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ756,金吾双动力2号,多资产策略,复合策略,上海金吾资管,2018-09-06,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEJ783,东航金融-种子五号,多资产策略,复合策略,东航金控,2018-08-23,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEJ791,双隆-隆富CTA2号,期货策略,量化期货,上海双隆投资,2018-09-12,私募基金.xlsx,Y,Y,N,N,双隆-隆富CTA2号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ792,双隆-隆富CTA3号,期货策略,量化期货,上海双隆投资,2018-10-24,私募基金.xlsx,Y,Y,N,N,双隆-隆富CTA3号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ870,花见何辉对冲1号,期货策略,主观期货,浙江花见资管,2018-08-21,私募基金.xlsx,Y,Y,N,N,花见何辉对冲1号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ880,乾倍量化高效8号,套利策略,-,上海乾瀛投资,2018-09-13,私募基金 (1).xlsx,Y,Y,N,N,乾倍量化高效8号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ895,开阳星天玑趋势量化3号,多资产策略,复合策略,杭州开阳星基金,2018-10-26,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEJ914,弈泰套利五号,套利策略,-,上海弈泰,2018-08-17,私募基金 (1).xlsx,Y,Y,N,N,弈泰套利五号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ924,杉树兆石量化1期,期货策略,量化期货,杭州兆石投资,2018-08-30,私募基金.xlsx,Y,Y,N,N,杉树兆石量化私募投资基金1期,,,0,,0,0,0,N,not_in_universe,,,,
SEJ931,兆石套利一号FOF,组合策略,FOF,杭州兆石投资,2018-09-11,私募基金 (4).xlsx,Y,Y,N,N,兆石套利一号FOF私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ953,智裕安盈3号,多资产策略,复合策略,上海极元智裕投资,2018-09-12,私募基金 (3).xlsx,Y,Y,N,N,智裕安盈3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEJ992,融成上九点金二号,期货策略,量化期货,长沙嘉信融成投资,2018-10-24,私募基金.xlsx,Y,Y,Y,Y,融成上九点金二号,1.197400,2026-09-10,1842,2026-09-10,0,1749,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-02 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok
SEK021,威海鲁银多策略1号,多资产策略,复合策略,威海鲁银,2018-08-15,私募基金 (3).xlsx,Y,Y,N,N,威海鲁银多策略1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK022,凡哲二号,套利策略,期货套利,爱凡哲投资,2018-09-17,私募基金 (1).xlsx,Y,Y,N,Y,凡哲二号私募投资基金,1.037000,2021-05-11,0,,633,0,0,N,not_in_universe,,,,
SEK067,秒胜中宝宝二号,期货策略,主观期货,浙江秒胜投资,2018-09-27,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEK082,知方石CTA十号,期货策略,量化期货,深圳知方石投资,2018-09-18,私募基金.xlsx,Y,Y,N,N,知方石CTA十号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK098,旭韬一号,多资产策略,复合策略,上海量子星河,2018-09-12,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEK112,海之山资产管理稳健收益1号,多资产策略,复合策略,珠海海之山资管,2018-11-30,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEK137,哈勃六号,多资产策略,宏观策略,上海相变投资,2018-09-19,私募基金 (3).xlsx,Y,Y,N,N,哈勃六号私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK153,道合宜发全天候,多资产策略,复合策略,深圳道合,2018-09-10,私募基金 (3).xlsx,Y,Y,N,N,道合宜发全天候私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK183,梵钛人工智能一号,套利策略,-,深圳前海春雷普惠投资,2018-08-23,私募基金 (1).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEK185,彦峘四号,期货策略,量化期货,杭州彦峘投资,2018-09-10,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEK188,戊戌甲子,多资产策略,复合策略,上海戊戌资管,2018-12-04,私募基金 (3).xlsx,Y,Y,N,N,戊戌甲子私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK201,悬铃C号,套利策略,可转债套利,上海悬铃,2018-11-19,私募基金 (1).xlsx,Y,Y,Y,Y,悬铃C号,1.521700,2026-09-07,579,2026-09-07,0,1824,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-07,ok
SEK222,中融厚德一号,期货策略,量化期货,江苏汇信基金,2018-08-31,私募基金.xlsx,Y,Y,N,N,中融厚德一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK262,昊泽全景致胜3号,多资产策略,宏观策略,北京昊泽致远,2018-08-27,私募基金 (3).xlsx,Y,Y,N,N,昊泽全景致胜3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK330,涌津涌发价值成长1号,多资产策略,复合策略,上海涌津投资,2018-09-14,私募基金 (3).xlsx,Y,Y,N,N,涌津涌发价值成长1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK349,涌津涌发价值成长2号,多资产策略,复合策略,上海涌津投资,2019-01-17,私募基金 (3).xlsx,Y,Y,N,N,涌津涌发价值成长2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK366,时代复兴东兆长泰CTA三号,期货策略,量化期货,宁波梅山元贞铭至投资,2018-10-10,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEK391,金塔克智选2号,多资产策略,复合策略,浙江金塔克资管,2018-09-20,私募基金 (3).xlsx,Y,Y,N,N,金塔克智选2号私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK406,合润见善一期,多资产策略,复合策略,北京合润,2018-09-11,私募基金 (3).xlsx,Y,Y,N,N,合润见善一期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK466,丽岙新动力组合,组合策略,FOF,北京华软新动力,2018-09-12,私募基金 (4).xlsx,Y,Y,N,N,丽岙新动力组合私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK468,定达量化稳健3号,套利策略,-,珠海横琴定达资管,2018-08-24,私募基金 (1).xlsx,Y,Y,N,N,定达量化稳健3号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK506,亿衡睿明1号,组合策略,FOF,上海亿衡投资,2018-10-17,私募基金 (4).xlsx,Y,Y,N,N,亿衡睿明1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK526,全天候宏观量化对冲王者1号,多资产策略,宏观策略,杭州王者对冲投资,2018-09-11,私募基金 (3).xlsx,Y,Y,N,N,全天候宏观量化对冲王者1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK547,鲲山量化一号,期货策略,量化期货,深圳前海德靖投资,2018-08-19,私募基金.xlsx,Y,Y,N,N,鲲山量化一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK558,天鹭36号,期货策略,主观期货,北京旭阳基金,2018-10-18,私募基金.xlsx,Y,Y,N,N,天鹭36号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK577,贵达丰,套利策略,-,成都肇毓投资,2018-10-11,私募基金 (1).xlsx,Y,Y,N,N,贵达丰私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK642,弈泰套利七号,套利策略,-,上海弈泰,2018-09-20,私募基金 (1).xlsx,Y,Y,N,N,弈泰套利七号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK651,泊乐泽道进取混合,多资产策略,复合策略,武汉纵云,2018-12-10,私募基金 (3).xlsx,Y,Y,N,N,泊乐泽道进取混合私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK692,国晖启航,多资产策略,复合策略,深圳国晖投资,2018-10-24,私募基金 (3).xlsx,Y,Y,N,N,国晖启航私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK724,新量子量化6号,套利策略,期权套利,深圳前海中移华捷投资,2018-08-21,私募基金 (1).xlsx,Y,Y,N,N,新量子量化6号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK749,七禾易行一号,期货策略,主观期货,杭州七禾聚资管,2018-09-17,私募基金.xlsx,Y,Y,N,N,七禾易行一号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK769,乐泽成长1号,期货策略,量化期货,武汉纵云,2018-10-24,私募基金.xlsx,Y,Y,N,N,乐泽成长1号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK792,爵铭长盈3号,期货策略,量化期货,广州爵铭资管,2018-09-13,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEK803,睿泽南风1号,多资产策略,复合策略,深圳睿泽资本,2018-10-15,私募基金 (3).xlsx,Y,Y,N,N,睿泽南风1号私募混合投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK810,君犀犀舟10号,多资产策略,复合策略,上海君犀投资,2018-08-27,私募基金 (3).xlsx,Y,Y,N,N,君犀犀舟10号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK815,贝乐昇丰盈2号,期货策略,主观期货,浙江贝乐昇投资,2018-08-21,私募基金.xlsx,Y,Y,N,N,贝乐昇丰盈2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK818,嘉翼商品对冲2期,套利策略,-,深圳嘉理资管,2018-09-12,私募基金 (1).xlsx,Y,Y,N,N,嘉翼商品对冲2期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK860,越秀新星,期货策略,主观期货,广州越秀,2018-10-12,私募基金.xlsx,Y,Y,N,N,越秀新星私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK919,半夏宏观对冲二期,多资产策略,宏观策略,上海半夏投资,2018-09-19,私募基金 (3).xlsx,Y,Y,N,N,半夏宏观对冲私募基金二期,,,0,,0,0,0,N,not_in_universe,,,,
SEK926,淳杨智享2号,多资产策略,宏观策略,上海淳杨,2018-09-18,私募基金 (3).xlsx,Y,Y,N,N,淳杨智享2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK992,无花果量化CTA三号,期货策略,量化期货,上海无花果,2018-09-07,私募基金.xlsx,Y,Y,N,N,无花果量化CTA三号私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEK993,歆享海盈9号,期货策略,量化期货,上海歆享资管,2018-08-27,私募基金.xlsx,Y,Y,Y,Y,歆享海盈9号私募证券投资基金,0.913000,2025-09-26,0,,0,732,0,N,not_in_universe,,,,
SEL034,宽鼎多策略6号,多资产策略,复合策略,深圳前海宽鼎基金,2018-11-16,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEL048,兆信飞翔2号,多资产策略,宏观策略,江苏兆信,2018-09-04,私募基金 (3).xlsx,Y,Y,N,N,兆信飞翔2号私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL051,华软新动力优享1期,组合策略,FOF,北京华软新动力,2018-09-03,私募基金 (4).xlsx,Y,Y,N,N,华软新动力优享1期私募证券基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL069,禾晖黑水稳健FOHF,组合策略,FOF,上海禾晖善投资管,2018-10-23,私募基金 (4).xlsx,Y,Y,N,Y,禾晖黑水稳健FOHF,1.341000,2026-08-31,781,2026-08-31,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-08-31,no_data
SEL080,大有德丰启航2号,期货策略,主观期货,深圳德丰投资,2019-03-18,私募基金.xlsx,Y,Y,N,N,大有德丰启航2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL081,德丰-量搏阿尔法3号,期货策略,主观期货,深圳德丰投资,2018-09-06,私募基金.xlsx,Y,Y,N,N,德丰-量搏阿尔法3号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL084,大有德丰2号,期货策略,主观期货,深圳德丰投资,2019-03-18,私募基金.xlsx,Y,Y,N,N,大有德丰2号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL087,珠池景元中国多策略,组合策略,FOF,上海珠池资管,2019-03-06,私募基金 (4).xlsx,Y,Y,N,N,珠池景元中国多策略私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL088,精研锐进,组合策略,FOF,嘉兴小牛,2019-04-23,私募基金 (4).xlsx,Y,Y,N,N,精研锐进私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL184,南山量化绝对收益1号,多资产策略,复合策略,珠海南山领盛资管,2018-09-20,私募基金 (3).xlsx,Y,Y,N,N,南山量化绝对收益1号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL231,滨海锦慧五号,期货策略,量化期货,天津滨海天地投资,2018-09-21,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEL289,宝悦进取一号,期货策略,主观期货,广东悦宝汇资产,2018-09-06,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEL314,鸿凯激进13号,期货策略,主观期货,上海鸿凯投资,2018-09-10,私募基金.xlsx,Y,Y,N,N,鸿凯激进13号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL318,百弘成长一期,期货策略,主观期货,湖南百弘资管,2019-11-08,私募基金.xlsx,Y,Y,N,N,百弘成长一期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL326,凯丰宏观策略15号,多资产策略,宏观策略,深圳凯丰投资,2018-09-20,私募基金 (3).xlsx,Y,Y,N,N,凯丰宏观策略15号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL343,花见时间领主股票,多资产策略,-,浙江花见资管,2018-08-31,私募基金 (3).xlsx,Y,Y,N,N,花见时间领主股票私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL385,跃威稳进一号,期权策略,场内期权,上海跃威,2018-09-07,私募基金 (2).xlsx,Y,Y,Y,Y,跃威稳进一号,2.969000,2026-09-04,439,2026-09-04,0,1573,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SEL410,恒昇FOF精选一号,组合策略,FOF,广东恒昇,2018-09-18,私募基金 (4).xlsx,Y,Y,N,N,恒昇FOF精选一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL430,歌斐传世5号,多资产策略,-,上海歌斐诺宝资管,2018-12-11,私募基金 (3).xlsx,Y,Y,N,N,歌斐传世5号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL438,量游鹏鑫一号,期货策略,量化期货,上海量游资管,2019-05-21,私募基金.xlsx,Y,Y,N,N,量游鹏鑫一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL469,飞马二号,期货策略,量化期货,上海量游资管,2018-10-25,私募基金.xlsx,Y,Y,N,N,飞马二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL506,以太优上FOF,组合策略,FOF,北京以太辉旺,2018-11-05,私募基金 (4).xlsx,Y,Y,N,N,以太优上FOF私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL532,无花果量化CTA五号,期货策略,量化期货,上海无花果,2018-10-26,私募基金.xlsx,Y,Y,N,N,无花果量化CTA五号私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL538,昌烨量化2号,期货策略,量化期货,上海勠同,2018-09-26,私募基金.xlsx,Y,Y,N,N,昌烨量化2号私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL584,东金一号,期货策略,主观期货,山东洼地,2018-09-26,私募基金.xlsx,Y,Y,N,N,东金一号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL595,国邦机器之心CTA二号,期货策略,量化期货,广州国邦资管,2018-11-06,私募基金.xlsx,Y,Y,N,N,国邦机器之心CTA二号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL633,洼盈河马三十二号,期货策略,主观期货,上海洼盈投资,2018-11-09,私募基金.xlsx,Y,Y,N,N,洼盈河马三十二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL634,红阳价值投资1号,多资产策略,复合策略,上海红阳,2018-09-10,私募基金 (3).xlsx,Y,Y,N,N,红阳价值投资1号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL639,昌宏盛瑞胡桐林多策略1期,多资产策略,复合策略,深圳昌宏盛瑞投资,2019-03-11,私募基金 (3).xlsx,Y,Y,N,N,昌宏盛瑞胡桐林多策略1期私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL647,君拙玉泉二号,期货策略,量化期货,杭州君拙投资,2018-10-18,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEL678,大筝天昇量化对冲一号,多资产策略,复合策略,上海大筝资管,2018-10-23,私募基金 (3).xlsx,Y,Y,N,N,大筝天昇量化对冲一号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL697,正瀛权智10号,套利策略,期权套利,上海正瀛资管,2018-10-19,私募基金 (1).xlsx,Y,Y,N,N,正瀛权智10号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL734,嘉数平衡三号,多资产策略,宏观策略,北京嘉数资管,2019-02-28,私募基金 (3).xlsx,Y,Y,N,N,嘉数平衡三号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL743,明湾专户一号,套利策略,-,上海明湾资管,2018-09-19,私募基金 (1).xlsx,Y,Y,N,Y,明湾专户一号,1.527900,2026-05-22,952,2026-05-22,0,0,0,Y,update_slow,update_slow,3-6m: 火富牛 latest 2026-06-05 before 2026-08; do not pay weekly unless policy changed,,
SEL761,知方石CTA十二号,期货策略,量化期货,深圳知方石投资,2018-11-06,私募基金.xlsx,Y,Y,N,N,知方石CTA十二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL777,九章幻方CTA量化1号,期货策略,量化期货,浙江九章资管,2018-09-13,私募基金.xlsx,Y,Y,N,N,九章幻方CTA量化1号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL787,秒胜中宝宝四号,期货策略,主观期货,浙江秒胜投资,2018-10-16,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEL819,明钺安心回报3号,组合策略,FOF,珠海明钺,2018-09-17,私募基金 (4).xlsx,Y,Y,N,N,明钺安心回报3号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL866,国承八倍镜复合增强一号,套利策略,-,山东国承,2018-11-05,私募基金 (1).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEL908,菲尔兹,多资产策略,复合策略,上海稳博投资,2018-10-16,私募基金 (3).xlsx,Y,Y,N,N,菲尔兹私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL916,云集1号,期货策略,量化期货,厦门汉云投资,2018-09-14,私募基金.xlsx,Y,Y,N,N,云集1号私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEL971,量魁瑞丰三号,期货策略,量化期货,上海量魁,2019-07-10,私募基金.xlsx,Y,Y,N,N,量魁瑞丰三号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEM001,新时代智能量化3号,套利策略,可转债套利,杭州探融投资,2018-10-29,私募基金 (1).xlsx,Y,Y,N,Y,新时代智能量化3号,1.622200,2026-09-04,1160,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok
SEM048,新方程野村日股精选海外,组合策略,FOF,上海新方程,2018-10-12,私募基金 (4).xlsx,Y,Y,N,N,新方程野村日股精选海外私募基金,,,0,,0,0,0,N,not_in_universe,,,,
SEM071,华美聚能,多资产策略,宏观策略,华美国际投资集团,2018-09-05,私募基金 (3).xlsx,Y,Y,N,N,华美对冲策略证券私募投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEM107,步耘众禾平衡九号,多资产策略,复合策略,上海步耘投资,2018-11-06,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEM109,步耘众禾苏格拉底十号,多资产策略,复合策略,上海步耘投资,2018-09-17,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,
SEM136,亿峰精选多策略二号,期货策略,量化期货,珠海横琴亿峰,2018-09-21,私募基金.xlsx,Y,Y,N,N,亿峰精选多策略二号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
SEM163,君信荣耀一号,期权策略,场内期权,福建君信,2018-09-17,私募基金 (2).xlsx,Y,Y,N,Y,君信荣耀一号私募基金,1.171000,2026-04-24,1,2024-07-19,1536,0,0,Y,update_slow,update_slow,3-6m: 火富牛 latest 2024-07-19 before 2026-08; do not pay weekly unless policy changed,2024-07-19,ok
SEM201,弘彦增值五号,期货策略,主观期货,广东弘彦资管,2018-10-10,私募基金.xlsx,Y,Y,N,N,弘彦增值五号私募证券投资基金,,,0,,0,0,0,N,not_in_universe,,,,
